OriginalAddress,ChosenAddress,Url,Owner,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl,Price,AvaliableUnitDetails,AvaliableUnitUrl
535 3RD AVE,535 Third Avenue,http://streeteasy.com/building/535-3-avenue-manhattan,"Owned by: 535 THIRD REALTY, LLC",2195,"#3D - 535 Third Avenue
$2,195  IN CONTRACT 3 rooms, 1 bed 1 bath",http://streeteasy.com/building/535-3-avenue-manhattan/3d,0,,,0,,,0,,
551 3RD AVE,551 Third Avenue,http://streeteasy.com/building/551-3-avenue-new_york,Owned by: EK 3 LLC,2500,"#54 - 551 Third Avenue
$2,500   NO FEE 3 rooms, 1 bed 1 bath",http://streeteasy.com/building/551-3-avenue-new_york/54,0,,,0,,,0,,
553 3RD AVE,553 Third Avenue,http://streeteasy.com/building/553-3-avenue-new_york,Owned by: EK 3 LLC,0,,,0,,,0,,,0,,
569 3RD AVE,,http://streeteasy.com/building/569-3-avenue-manhattan,Owned by: BLDG OCEANSIDE LLC,0,,,0,,,0,,,0,,
571 3RD AVE,571 Third Avenue,http://streeteasy.com/other_property/571-3-avenue-brooklyn,Owned by: T & H 3RD AVE PROPERT,0,,,0,,,0,,,0,,
590 3RD AVE,590 Third Avenue,http://streeteasy.com/building/590-3-avenue-manhattan,Owned by: MURRY HILL HOUSE INC,0,,,0,,,0,,,0,,
591 3RD AVE,,http://streeteasy.com/building/591-3-avenue-new_york,Owned by: JT TAI CO INC,0,,,0,,,0,,,0,,
592 3RD AVE,,http://streeteasy.com/building/592-3-avenue-manhattan,Owned by: 592-594,2700,"#3FN - 592 Third Avenue
$2,700   4 rooms, 2 beds 1 bath",http://streeteasy.com/building/592-3-avenue-manhattan/3fn,2650,"#5RN - 592 Third Avenue
$2,650   4 rooms, 2 beds 1 bath",http://streeteasy.com/building/592-3-avenue-manhattan/5rn,0,,,0,,
275 5TH AVE,Marble Collegiate Church,http://streeteasy.com/building/marble-collegiate-church,Owned by: VICTOR NOMAD LLC,0,,,0,,,0,,,0,,
309 5TH AVE,309 Fifth Avenue,http://streeteasy.com/building/309-5-avenue-new_york,Owned by: MEPT 309 FIFTH AVENUE,5995,"#35A - 309 Fifth Avenue
$5,995   NO FEE 3 rooms, 1 bed 1 bath",http://streeteasy.com/building/309-5-avenue-new_york/35a,4995,"#9A - 309 Fifth Avenue
$4,995   NO FEE 3 rooms, 1 bed 1 bath 767 ft²",http://streeteasy.com/building/309-5-avenue-new_york/9a,4975,"#21B - 309 Fifth Avenue
$4,975   NO FEE 3 rooms, 1 bed 1 bath 704 ft²",http://streeteasy.com/building/309-5-avenue-new_york/21b,4950,"#33D - 309 Fifth Avenue
$4,950   NO FEE 3 rooms, 1 bed 1 bath 646 ft²",http://streeteasy.com/building/309-5-avenue-new_york/33d
